"interval_no","record_type","scale_no","scale_level","interval_name","abbrev","parent_no","color","max_ma","min_ma","reference_no"
1111,"int",1,4,"Terreneuvian","",22,"#8CB06C",541,521,47900
1121,"int",1,5,"Fortunian","",1111,"#99B575",541,529,47900
215,"int",NA,NA,"Poundian","",NA,"",580,541,5954
216,"int",NA,NA,"Wonokan","",NA,"",580,580,5954
72,"int",NA,NA,"Ediacara","",NA,"",580,541,5954
217,"int",NA,NA,"Mortensnes","",NA,"",580,580,5954
4,"int",NA,NA,"Sinian","",NA,"",635,541,5954
1081,"int",NA,NA,"Nyborg","",NA,"",635,580,30675
23,"int",NA,NA,"Vendian","",NA,"",635,541,5954
73,"int",NA,NA,"Varanger","",NA,"",635,580,5954
761,"int",1,3,"Ediacaran","",754,"#FED96A",635,541,47900
24,"int",NA,NA,"Sturtian","",NA,"",723,663,5954
218,"int",NA,NA,"Smalfjord","",NA,"",723,635,5954
762,"int",1,3,"Cryogenian","",754,"#FECC5C",850,635,47900
754,"int",1,2,"Neoproterozoic","",752,"#FEB342",1000,541,47900
763,"int",1,3,"Tonian","",754,"#FEBF4E",1000,850,47900
74,"int",NA,NA,"Karatau","",NA,"",1050,635,5954
764,"int",1,3,"Stenian","",755,"#FED99A",1200,1000,47900
75,"int",NA,NA,"Yurmatin","",NA,"",1350,1050,5954
765,"int",1,3,"Ectasian","",755,"#F3CC8A",1400,1200,47900
755,"int",1,2,"Mesoproterozoic","",752,"#FDB462",1600,1000,47900
766,"int",1,3,"Calymmian","",755,"#FDC07A",1600,1400,47900
9,"int",NA,NA,"Swazian","",NA,"",1650,1650,5954
5,"int",NA,NA,"Riphean","",NA,"",1650,635,5954
10,"int",NA,NA,"Isuan","",NA,"",1650,1650,5954
6,"int",NA,NA,"Animikean","",NA,"",1650,1650,5954
76,"int",NA,NA,"Burzyan","",NA,"",1650,1350,5954
7,"int",NA,NA,"Huronian","",NA,"",1650,1650,5954
8,"int",NA,NA,"Randian","",NA,"",1650,1650,5954
767,"int",1,3,"Statherian","",756,"#F875A7",1800,1600,47900
768,"int",1,3,"Orosirian","",756,"#F76898",2050,1800,47900
769,"int",1,3,"Rhyacian","",756,"#F75B89",2300,2050,47900
752,"int",1,1,"Proterozoic","",0,"#F73563",2500,541,47900
756,"int",1,2,"Paleoproterozoic","",752,"#F74370",2500,1600,47900
770,"int",1,3,"Siderian","",756,"#F74F7C",2500,2300,47900
757,"int",1,2,"Neoarchean","",753,"#F99BC1",2800,2500,15443
758,"int",1,2,"Mesoarchean","",753,"#F768A9",3200,2800,15443
759,"int",1,2,"Paleoarchean","",753,"#F444A9",3600,3200,15443
77,"int",NA,NA,"Early Imbrian","",NA,"",3850,1650,5954
78,"int",NA,NA,"Nectarian","",NA,"",3950,3850,5954
753,"int",1,1,"Archean","",0,"#F0047F",4000,2500,15443
760,"int",1,2,"Eoarchean","",753,"#DA037F",4000,3600,15443
79,"int",NA,NA,"Basin Groups 1-9","",NA,"",4150,3950,5954
80,"int",NA,NA,"Cryptic","",NA,"",4560,4150,5954
11,"int",1,1,"Hadean","",0,"#AE027E",4600,4000,5954
